order_id,customer_id,product_id,quantity,order_date
5638,60,277,2,2023-06-24 00:00:00
5639,915,298,1,2023-10-16 00:00:00
5640,211,724,2,2024-04-25 00:00:00
5641,406,668,1,2023-01-19 00:00:00
5642,664,1072,2,2023-07-14 00:00:00
5643,542,791,2,2023-11-26 00:00:00
5644,998,521,1,2023-06-24 00:00:00
5645,927,501,1,2024-03-24 00:00:00
5646,868,798,2,2023-12-20 00:00:00
5647,19,571,4,2024-05-13 00:00:00
5648,432,318,1,2023-05-21 00:00:00
5649,740,1025,1,2023-04-03 00:00:00
5650,183,1029,1,2023-08-27 00:00:00
5651,113,928,1,2023-07-24 00:00:00
5652,481,1087,1,2024-07-13 00:00:00
5653,831,829,2,2024-03-08 00:00:00
5654,763,732,3,2023-09-02 00:00:00
5655,476,1051,1,2023-11-13 00:00:00
5656,763,1006,2,2023-10-22 00:00:00
5657,971,275,2,2024-10-01 00:00:00
5658,1020,123,1,2023-10-09 00:00:00
5659,161,825,1,2023-01-17 00:00:00
5660,401,1017,1,2023-03-12 00:00:00
5661,198,335,1,2023-09-26 00:00:00
5662,660,113,3,2023-11-21 00:00:00
5663,399,201,1,2023-11-01 00:00:00
5664,78,1029,1,2024-03-26 00:00:00
5665,124,636,1,2023-01-07 00:00:00
5666,75,976,2,2023-11-10 00:00:00
5667,137,623,2,2023-04-13 00:00:00
5668,602,885,1,2023-07-12 00:00:00
5669,837,552,1,2024-07-27 00:00:00
5670,500,531,2,2024-06-12 00:00:00
5671,138,893,1,2023-06-20 00:00:00
5672,50,706,2,2024-06-20 00:00:00
5673,973,813,3,2023-09-08 00:00:00
5674,254,633,1,2024-01-22 00:00:00
5675,710,952,3,2023-07-26 00:00:00
5676,563,1079,1,2024-06-24 00:00:00
5677,757,823,1,2024-09-20 00:00:00
5678,547,752,2,2024-02-20 00:00:00
5679,922,393,1,2024-01-15 00:00:00
5680,581,910,1,2023-05-24 00:00:00
5681,49,1013,1,2023-01-25 00:00:00
5682,917,201,3,2024-10-29 00:00:00
5683,704,602,1,2023-03-14 00:00:00
5684,261,404,1,2024-09-23 00:00:00
5685,356,971,4,2023-04-03 00:00:00
5686,638,640,1,2024-05-19 00:00:00
5687,743,653,1,2024-08-20 00:00:00
5688,1010,455,1,2023-12-02 00:00:00
5689,931,403,2,2024-02-29 00:00:00
5690,641,596,2,2024-05-13 00:00:00
5691,792,758,1,2023-12-30 00:00:00
5692,612,868,1,2024-09-21 00:00:00
5693,809,1074,2,2023-07-18 00:00:00
5694,686,327,2,2024-12-18 00:00:00
5695,188,336,1,2024-02-17 00:00:00
5696,985,973,2,2023-12-05 00:00:00
5697,548,992,1,2024-10-20 00:00:00
5698,725,555,2,2024-03-04 00:00:00
5699,926,1101,4,2023-05-19 00:00:00
5700,876,113,1,2024-11-23 00:00:00
5701,618,310,2,2024-06-25 00:00:00
5702,414,841,2,2023-02-26 00:00:00
5703,903,497,1,2023-08-20 00:00:00
5704,163,200,2,2024-10-19 00:00:00
5705,270,131,1,2024-03-10 00:00:00
5706,632,998,1,2024-01-19 00:00:00
5707,906,628,2,2024-07-13 00:00:00
5708,205,749,3,2023-07-13 00:00:00
5709,582,429,3,2024-10-09 00:00:00
5710,841,266,3,2024-06-17 00:00:00
5711,596,559,2,2024-06-01 00:00:00
5712,250,922,3,2024-12-16 00:00:00
5713,875,1052,1,2023-07-04 00:00:00
5714,196,1082,1,2023-10-19 00:00:00
5715,690,1093,2,2023-12-01 00:00:00
5716,639,200,2,2023-04-26 00:00:00
5717,672,721,1,2023-02-18 00:00:00
5718,944,955,2,2024-11-15 00:00:00
5719,199,273,2,2023-03-23 00:00:00
5720,492,849,2,2023-11-29 00:00:00
5721,896,262,2,2024-07-10 00:00:00
5722,142,1005,3,2023-12-01 00:00:00
5723,165,828,2,2024-06-15 00:00:00
5724,314,876,1,2023-08-09 00:00:00
5725,21,363,2,2024-09-26 00:00:00
5726,984,904,2,2023-11-19 00:00:00
5727,305,374,3,2023-01-03 00:00:00
5728,371,103,1,2024-11-24 00:00:00
5729,853,128,1,2023-07-25 00:00:00
5730,384,426,2,2023-02-09 00:00:00
5731,445,1104,3,2023-02-28 00:00:00
5732,425,1040,1,2024-07-27 00:00:00
5733,161,249,1,2024-10-05 00:00:00
5734,629,640,3,2024-05-21 00:00:00
5735,895,588,1,2024-07-25 00:00:00
5736,490,922,2,2023-05-02 00:00:00
5737,1017,538,1,2024-04-23 00:00:00
5738,327,165,1,2024-09-10 00:00:00
5739,598,456,1,2023-04-06 00:00:00
5740,1015,633,2,2024-02-18 00:00:00
5741,289,352,2,2023-08-23 00:00:00
5742,593,335,1,2023-03-03 00:00:00
5743,573,327,1,2023-09-13 00:00:00
5744,28,625,1,2024-07-14 00:00:00
5745,954,413,1,2023-12-14 00:00:00
5746,43,149,3,2024-11-01 00:00:00
5747,423,218,1,2023-05-04 00:00:00
5748,177,154,3,2024-04-26 00:00:00
5749,529,750,1,2023-11-13 00:00:00
5750,966,665,3,2024-05-18 00:00:00
5751,198,144,1,2024-12-19 00:00:00
5752,610,915,1,2023-02-17 00:00:00
5753,842,153,3,2024-02-13 00:00:00
5754,853,686,1,2023-05-16 00:00:00
5755,22,658,1,2023-07-20 00:00:00
5756,842,625,1,2023-09-07 00:00:00
5757,98,777,4,2023-11-10 00:00:00
5758,435,202,1,2024-01-03 00:00:00
5759,637,892,1,2024-03-04 00:00:00
5760,588,870,1,2024-04-24 00:00:00
5761,344,1082,1,2023-11-10 00:00:00
5762,571,949,1,2024-05-14 00:00:00
5763,611,968,1,2024-12-21 00:00:00
5764,243,498,3,2023-12-21 00:00:00
5765,561,238,1,2024-04-29 00:00:00
5766,960,775,1,2023-07-30 00:00:00
5767,32,1021,3,2024-12-04 00:00:00
5768,391,487,3,2023-02-13 00:00:00
5769,277,211,2,2024-06-24 00:00:00
5770,532,714,1,2024-07-24 00:00:00
5771,383,117,1,2024-08-05 00:00:00
5772,884,880,1,2023-04-02 00:00:00
5773,214,282,1,2023-09-22 00:00:00
5774,376,984,2,2023-08-08 00:00:00
5775,744,636,2,2024-03-17 00:00:00
5776,213,641,2,2024-02-05 00:00:00
5777,79,271,2,2024-02-04 00:00:00
5778,628,509,1,2024-12-27 00:00:00
5779,604,840,1,2024-07-29 00:00:00
5780,782,478,1,2024-05-04 00:00:00
5781,1001,288,2,2024-04-29 00:00:00
5782,680,958,1,2024-04-14 00:00:00
5783,58,330,1,2024-07-27 00:00:00
5784,1050,933,3,2024-11-12 00:00:00
5785,881,952,2,2024-03-20 00:00:00
5786,447,219,1,2023-09-26 00:00:00
5787,66,256,1,2023-09-24 00:00:00
5788,1012,884,1,2023-02-23 00:00:00
5789,227,787,1,2024-06-11 00:00:00
5790,774,565,1,2024-06-03 00:00:00
5791,679,204,2,2024-09-07 00:00:00
5792,601,704,3,2023-02-28 00:00:00
5793,379,798,2,2023-02-09 00:00:00
5794,709,1072,2,2023-08-25 00:00:00
5795,307,895,1,2024-01-21 00:00:00
5796,779,602,1,2024-08-28 00:00:00
5797,504,793,1,2024-12-16 00:00:00
5798,268,782,1,2024-10-11 00:00:00
5799,8,799,1,2023-10-27 00:00:00
5800,508,275,1,2024-01-30 00:00:00
5801,476,834,2,2023-07-26 00:00:00
5802,164,845,2,2023-12-02 00:00:00
5803,485,774,2,2024-08-15 00:00:00
5804,567,521,1,2024-12-30 00:00:00
5805,905,234,2,2024-05-28 00:00:00
5806,559,491,2,2023-06-27 00:00:00
5807,238,1092,1,2024-01-31 00:00:00
5808,554,836,1,2024-01-06 00:00:00
5809,828,601,2,2024-10-19 00:00:00
5810,468,765,3,2023-11-14 00:00:00
5811,386,133,1,2024-01-04 00:00:00
5812,775,155,1,2024-01-19 00:00:00
5813,848,1054,1,2023-03-03 00:00:00
5814,387,619,1,2024-05-19 00:00:00
5815,877,856,1,2023-08-27 00:00:00
5816,259,925,1,2023-07-14 00:00:00
5817,283,738,1,2024-11-08 00:00:00
5818,40,112,3,2023-08-10 00:00:00
5819,486,628,2,2023-03-02 00:00:00
5820,929,820,3,2023-05-09 00:00:00
5821,220,655,1,2024-11-15 00:00:00
5822,1015,473,1,2023-06-05 00:00:00
5823,1024,584,1,2024-01-13 00:00:00
5824,613,1073,2,2024-09-13 00:00:00
5825,928,747,1,2024-08-08 00:00:00
5826,688,328,2,2024-03-12 00:00:00
5827,613,723,2,2023-07-26 00:00:00
5828,260,407,3,2024-01-23 00:00:00
5829,990,557,1,2024-04-24 00:00:00
5830,966,260,3,2023-12-06 00:00:00
5831,366,431,3,2023-12-06 00:00:00
5832,544,876,1,2023-07-23 00:00:00
5833,649,325,1,2023-06-10 00:00:00
5834,814,1083,2,2024-06-23 00:00:00
5835,1040,829,3,2024-01-27 00:00:00
5836,575,604,1,2024-11-07 00:00:00
5837,1013,556,1,2024-07-28 00:00:00
5838,670,145,2,2024-06-17 00:00:00
5839,269,314,2,2023-03-11 00:00:00
5840,924,159,3,2024-02-09 00:00:00
5841,247,744,3,2024-08-30 00:00:00
5842,131,716,4,2024-11-05 00:00:00
5843,353,295,2,2024-08-13 00:00:00
5844,196,1025,2,2024-05-31 00:00:00
5845,930,589,1,2023-04-30 00:00:00
5846,1022,257,2,2024-11-20 00:00:00
5847,645,710,2,2024-11-18 00:00:00
5848,227,326,2,2023-08-05 00:00:00
5849,701,512,1,2023-02-25 00:00:00
5850,265,305,1,2024-01-01 00:00:00
5851,646,179,1,2024-11-29 00:00:00
5852,211,224,2,2024-05-18 00:00:00
5853,943,571,1,2024-03-30 00:00:00
5854,457,1040,1,2023-04-14 00:00:00
5855,725,318,1,2023-03-18 00:00:00
5856,982,616,1,2023-08-18 00:00:00
5857,588,702,1,2023-09-15 00:00:00
5858,476,204,1,2023-09-21 00:00:00
5859,986,493,2,2023-11-27 00:00:00
5860,156,731,2,2023-07-01 00:00:00
5861,190,745,2,2024-07-03 00:00:00
5862,981,924,3,2024-11-18 00:00:00
5863,546,708,1,2023-01-27 00:00:00
5864,41,1080,2,2023-10-03 00:00:00
5865,307,534,1,2024-10-13 00:00:00
5866,943,431,1,2023-10-26 00:00:00
5867,338,243,1,2023-04-01 00:00:00
5868,953,900,2,2024-04-24 00:00:00
5869,279,640,2,2024-07-26 00:00:00
5870,896,378,2,2024-04-02 00:00:00
5871,273,333,4,2024-03-26 00:00:00
5872,837,629,1,2023-12-31 00:00:00
5873,620,671,1,2024-11-05 00:00:00
5874,862,190,2,2023-12-17 00:00:00
5875,931,592,1,2024-10-16 00:00:00
5876,289,299,2,2024-02-04 00:00:00
5877,724,462,4,2023-09-10 00:00:00
5878,893,541,1,2024-04-03 00:00:00
5879,272,126,2,2024-11-29 00:00:00
5880,483,125,1,2024-05-13 00:00:00
5881,936,494,3,2024-05-22 00:00:00
5882,248,607,1,2023-10-31 00:00:00
5883,156,401,2,2024-05-15 00:00:00
5884,454,439,2,2024-08-20 00:00:00
5885,201,367,2,2023-06-15 00:00:00
5886,124,561,2,2024-02-19 00:00:00
5887,1,793,3,2024-04-06 00:00:00
5888,968,556,2,2023-04-24 00:00:00
5889,855,460,2,2024-03-08 00:00:00
5890,640,168,1,2023-12-22 00:00:00
5891,191,1107,2,2024-11-25 00:00:00
5892,516,963,2,2023-07-26 00:00:00
5893,442,512,2,2023-08-23 00:00:00
5894,143,1071,1,2024-03-17 00:00:00
5895,533,591,2,2023-12-21 00:00:00
5896,227,933,2,2024-05-29 00:00:00
5897,949,149,4,2023-07-27 00:00:00
5898,460,787,1,2024-12-09 00:00:00
5899,551,664,2,2023-05-05 00:00:00
5900,393,202,2,2023-05-18 00:00:00
5901,845,316,1,2023-12-05 00:00:00
5902,210,538,3,2024-06-20 00:00:00
5903,646,800,3,2023-03-09 00:00:00
5904,219,669,2,2024-07-26 00:00:00
5905,407,659,1,2024-06-24 00:00:00
5906,888,259,1,2024-01-18 00:00:00
5907,558,589,2,2023-01-19 00:00:00
5908,550,786,1,2024-11-13 00:00:00
5909,142,342,3,2024-03-25 00:00:00
5910,612,894,3,2023-03-15 00:00:00
5911,501,853,3,2024-07-26 00:00:00
5912,840,982,2,2024-10-26 00:00:00
5913,702,105,1,2023-10-03 00:00:00
5914,596,696,1,2023-02-17 00:00:00
5915,281,920,2,2023-07-30 00:00:00
5916,424,461,1,2024-10-12 00:00:00
5917,856,559,2,2024-09-13 00:00:00
5918,270,348,1,2024-11-25 00:00:00
5919,154,666,1,2024-06-23 00:00:00
5920,614,773,1,2024-12-09 00:00:00
5921,662,1046,1,2023-07-10 00:00:00
5922,83,522,1,2023-11-11 00:00:00
5923,947,1023,1,2024-07-16 00:00:00
5924,899,838,2,2024-10-22 00:00:00
5925,284,115,4,2024-07-15 00:00:00
5926,980,836,2,2023-04-23 00:00:00
5927,173,673,4,2023-06-19 00:00:00
5928,763,222,1,2024-04-12 00:00:00
5929,633,377,4,2024-11-08 00:00:00
5930,787,658,2,2023-01-14 00:00:00
5931,943,553,2,2024-12-15 00:00:00
5932,1012,490,1,2023-10-15 00:00:00
5933,398,394,1,2023-07-08 00:00:00
5934,934,674,2,2023-06-04 00:00:00
5935,676,698,2,2024-07-20 00:00:00
5936,936,546,2,2024-11-24 00:00:00
5937,465,310,3,2024-12-22 00:00:00
5938,286,690,2,2024-04-15 00:00:00
5939,265,814,1,2023-03-16 00:00:00
5940,320,402,1,2023-10-04 00:00:00
5941,673,1009,1,2024-10-06 00:00:00
5942,820,323,1,2023-12-09 00:00:00
5943,89,834,3,2024-02-29 00:00:00
5944,821,103,2,2024-07-24 00:00:00
5945,1001,1090,3,2024-05-25 00:00:00
5946,334,618,2,2023-07-01 00:00:00
5947,222,193,3,2024-04-02 00:00:00
5948,41,620,2,2023-03-05 00:00:00
5949,68,528,3,2023-09-17 00:00:00
5950,988,593,1,2023-07-12 00:00:00
5951,514,335,4,2024-10-16 00:00:00
5952,695,720,2,2024-09-07 00:00:00
5953,1040,261,2,2024-02-10 00:00:00
5954,477,821,3,2024-12-26 00:00:00
5955,881,852,1,2024-12-21 00:00:00
5956,432,431,2,2023-04-03 00:00:00
5957,268,433,2,2024-03-05 00:00:00
5958,779,150,2,2024-10-15 00:00:00
5959,494,623,1,2024-03-09 00:00:00
5960,661,963,2,2024-02-08 00:00:00
5961,1013,768,1,2024-03-09 00:00:00
5962,977,592,1,2023-04-22 00:00:00
5963,482,682,1,2024-01-10 00:00:00
5964,728,781,1,2023-02-28 00:00:00
5965,480,372,3,2023-02-12 00:00:00
5966,1032,680,1,2023-07-26 00:00:00
5967,343,967,1,2023-10-23 00:00:00
5968,332,352,3,2023-04-28 00:00:00
5969,438,660,3,2024-06-15 00:00:00
5970,174,796,1,2023-08-10 00:00:00
5971,559,932,1,2023-06-15 00:00:00
5972,527,799,1,2024-10-04 00:00:00
5973,659,190,1,2023-06-05 00:00:00
5974,26,546,1,2023-07-03 00:00:00
5975,820,1117,1,2023-03-31 00:00:00
5976,605,432,1,2023-04-04 00:00:00
5977,406,239,2,2023-01-13 00:00:00
5978,232,457,2,2024-03-13 00:00:00
5979,533,701,2,2024-06-21 00:00:00
5980,505,374,2,2024-08-09 00:00:00
5981,179,119,1,2023-05-30 00:00:00
5982,132,1083,2,2024-10-21 00:00:00
5983,348,411,1,2023-01-08 00:00:00
5984,540,970,2,2023-01-29 00:00:00
5985,772,986,4,2023-10-23 00:00:00
5986,76,1078,1,2024-12-21 00:00:00
5987,579,254,1,2024-10-01 00:00:00
5988,854,490,2,2023-12-06 00:00:00
5989,194,360,2,2024-09-19 00:00:00
5990,347,720,1,2024-03-14 00:00:00
5991,951,983,1,2023-05-24 00:00:00
5992,214,897,1,2024-06-02 00:00:00
5993,573,671,1,2023-02-14 00:00:00
5994,780,225,2,2023-08-27 00:00:00
5995,262,454,1,2023-06-04 00:00:00
5996,730,373,2,2023-06-30 00:00:00
5997,283,719,1,2023-08-03 00:00:00
5998,362,911,2,2023-03-29 00:00:00
5999,441,345,1,2023-09-13 00:00:00
6000,93,948,2,2024-05-25 00:00:00
6001,753,550,1,2023-03-14 00:00:00
6002,867,1030,3,2023-06-28 00:00:00
6003,142,347,1,2023-07-31 00:00:00
6004,749,620,2,2023-08-22 00:00:00
6005,653,241,3,2024-04-09 00:00:00
6006,701,462,1,2023-08-11 00:00:00
6007,998,108,3,2024-09-22 00:00:00
6008,49,578,2,2023-09-21 00:00:00
6009,881,452,2,2023-07-26 00:00:00
6010,555,1096,2,2024-08-29 00:00:00
6011,404,595,3,2024-01-01 00:00:00
6012,892,706,2,2023-10-03 00:00:00
6013,865,933,2,2024-01-15 00:00:00
6014,602,527,2,2023-11-05 00:00:00
6015,341,139,1,2024-09-22 00:00:00
6016,704,693,1,2023-09-25 00:00:00
6017,318,287,4,2023-03-05 00:00:00
6018,618,696,3,2023-12-16 00:00:00
6019,382,700,3,2024-05-08 00:00:00
6020,233,854,1,2024-06-06 00:00:00
6021,817,954,1,2023-04-08 00:00:00
6022,553,193,3,2023-03-12 00:00:00
6023,856,186,1,2023-12-30 00:00:00
6024,819,144,1,2024-07-23 00:00:00
6025,183,237,1,2023-10-03 00:00:00
6026,397,521,3,2023-02-19 00:00:00
6027,779,174,2,2023-12-24 00:00:00
6028,907,648,1,2024-12-28 00:00:00
6029,127,713,2,2024-07-17 00:00:00
6030,1,1088,1,2024-04-29 00:00:00
