payment_id,order_id,payment_mode,amount,payment_status,payment_date
9617,5130,UPI,5446,Success,2024-04-08
9618,5597,UPI,7471,Success,2024-01-31
9619,5862,UPI,948,Success,2024-12-11
9620,5593,UPI,3751,Success,2024-07-04
9621,5999,Card,6600,Success,2024-10-18
9622,5325,UPI,6843,Success,2024-07-10
9623,5448,UPI,8901,Success,2024-01-30
9624,5819,UPI,2023,Success,2023-11-22
9625,5709,Card,7052,Success,2023-04-01
9626,5265,UPI,7977,Success,2023-03-11
9627,5612,Card,4432,Success,2023-06-15
9628,5832,Card,6719,Success,2024-10-03
9629,5674,Card,1977,Success,2023-08-02
9630,5157,UPI,1422,Success,2024-08-23
9631,5251,UPI,7830,Success,2023-12-01
9632,5878,UPI,1977,Success,2024-01-04
9633,5530,UPI,9696,Success,2024-08-06
9634,5327,UPI,7690,Success,2024-11-07
9635,5961,NetBanking,5059,Success,2023-02-18
9636,5895,NetBanking,9093,Success,2023-02-21
9637,5097,UPI,8318,Success,2023-10-16
9638,5513,NetBanking,3189,Success,2024-09-17
9639,5216,UPI,8543,Success,2023-08-27
9640,5125,Card,1525,Success,2023-05-13
9641,5059,Card,9693,Success,2023-06-15
9642,5161,Card,5327,Success,2024-01-09
9643,5284,Card,9198,Success,2024-01-08
9644,5106,UPI,2922,Success,2024-04-22
9645,5228,UPI,4856,Success,2024-04-23
9646,5318,Card,1525,Success,2024-10-11
9647,5802,Card,4333,Success,2024-08-13
9648,5874,UPI,9551,Success,2024-11-12
9649,5472,UPI,3069,Success,2024-09-26
9650,5625,NetBanking,1442,Success,2024-11-18
9651,5013,Card,8739,Success,2023-10-27
9652,5694,UPI,2031,Success,2023-03-23
9653,5973,NetBanking,1769,Success,2023-03-28
9654,5113,UPI,7446,Success,2023-08-13
9655,5229,Card,2118,Success,2023-01-16
9656,5171,Card,6616,Success,2023-12-24
9657,5295,Card,3432,Success,2023-06-12
9658,5189,UPI,3958,Success,2024-09-01
9659,5426,NetBanking,6197,Success,2024-10-29
9660,5977,Card,2555,Success,2024-05-28
9661,5658,Card,9789,Success,2023-12-16
9662,5919,UPI,2024,Success,2024-11-11
9663,5499,UPI,7480,Success,2024-04-08
9664,5762,NetBanking,4260,Success,2024-01-10
9665,5866,Card,5524,Success,2023-04-02
9666,5826,NetBanking,604,Success,2023-06-30
9667,5071,UPI,1921,Success,2023-10-28
9668,5248,Card,5516,Success,2024-10-21
9669,5146,Card,4045,Success,2023-07-08
9670,5582,Card,4410,Success,2023-11-10
9671,5470,UPI,264,Success,2024-05-07
9672,5193,UPI,9691,Success,2023-05-08
9673,5494,Card,6582,Success,2024-06-02
9674,5052,Card,9807,Success,2024-03-01
9675,5882,Card,1168,Success,2024-07-12
9676,5363,Card,568,Success,2024-07-18
9677,5917,Card,8624,Success,2023-07-06
9678,5474,UPI,2442,Success,2024-07-03
9679,5521,UPI,5202,Success,2024-03-28
9680,5691,Card,3283,Success,2024-04-15
9681,5532,Card,8273,Success,2024-07-18
9682,5840,Card,9312,Success,2023-08-12
9683,5241,UPI,9080,Success,2023-06-03
9684,5536,Card,1669,Success,2024-07-13
9685,5083,UPI,4925,Success,2023-12-17
9686,5982,UPI,4459,Success,2023-05-27
9687,5951,UPI,3822,Success,2024-07-29
9688,5611,NetBanking,1023,Success,2023-12-15
9689,5574,Card,3631,Success,2023-07-01
9690,5286,UPI,6728,Success,2024-09-28
9691,5989,UPI,4351,Success,2023-06-28
9692,5459,UPI,4413,Success,2023-02-08
9693,5126,NetBanking,7620,Success,2023-01-03
9694,5425,UPI,9189,Success,2023-03-05
9695,5554,Card,979,Success,2023-01-29
9696,5610,Card,3092,Success,2024-01-07
9697,5112,Card,5734,Success,2024-06-06
9698,5402,Card,3506,Success,2023-04-07
9699,5122,Card,3102,Success,2024-03-17
9700,5273,UPI,3918,Success,2023-07-22
9701,5398,UPI,221,Success,2024-02-15
9702,5471,Card,1700,Success,2023-01-21
9703,5985,Card,9234,Success,2024-07-04
9704,5569,UPI,3841,Success,2023-04-12
9705,5897,Card,5412,Success,2023-02-15
9706,5820,UPI,391,Success,2023-03-07
9707,5853,Card,8787,Success,2024-08-25
9708,5710,UPI,7374,Success,2023-06-13
9709,5321,UPI,5314,Success,2023-04-21
9710,5179,Card,4862,Success,2023-12-04
9711,5897,NetBanking,4526,Success,2023-05-03
9712,5219,Card,9265,Success,2024-12-05
9713,5789,UPI,4535,Success,2024-03-22
9714,5492,UPI,8481,Success,2024-09-02
9715,5061,NetBanking,8848,Success,2023-10-18
9716,5538,Card,9396,Success,2024-11-01
9717,5848,UPI,5694,Success,2024-02-16
9718,5988,UPI,8736,Success,2024-09-06
9719,5065,NetBanking,2911,Success,2023-10-08
9720,5586,Card,7795,Success,2023-02-12
9721,5171,Card,6473,Success,2024-04-30
9722,5535,Card,6484,Success,2024-08-18
9723,5693,NetBanking,9508,Success,2024-12-03
9724,5108,UPI,9017,Success,2023-02-20
9725,5814,Card,4194,Success,2023-07-29
9726,6005,NetBanking,1878,Success,2023-05-06
9727,5452,NetBanking,8614,Success,2024-05-06
9728,5590,UPI,943,Success,2024-05-23
9729,5327,Card,662,Success,2024-08-03
9730,5608,Card,1768,Success,2023-09-15
9731,5659,Card,1936,Success,2023-07-07
9732,5002,UPI,8103,Success,2023-08-18
9733,5434,NetBanking,7202,Success,2023-07-08
9734,5125,Card,9056,Success,2024-02-19
9735,5485,Card,1556,Success,2023-01-10
9736,5652,UPI,1214,Success,2023-04-24
9737,5800,NetBanking,1254,Success,2023-03-17
9738,5873,Card,1964,Success,2024-11-06
9739,5129,NetBanking,6209,Success,2024-05-16
9740,5438,UPI,4658,Success,2023-03-26
9741,5751,UPI,9804,Success,2023-02-18
9742,5501,UPI,867,Success,2024-05-09
9743,5211,Card,3570,Success,2024-11-19
9744,5902,UPI,6176,Success,2024-01-22
9745,5045,Card,1594,Success,2024-01-24
9746,5535,UPI,8490,Success,2023-08-06
9747,5461,UPI,4270,Success,2024-12-01
9748,5391,UPI,7182,Success,2023-12-12
9749,5027,UPI,8813,Success,2023-08-18
9750,5794,NetBanking,5799,Success,2023-09-12
9751,5975,UPI,3850,Success,2023-08-24
9752,5548,UPI,9524,Success,2023-01-26
9753,5621,Card,3820,Success,2024-08-06
9754,5567,Card,3390,Success,2023-09-18
9755,5704,Card,8989,Success,2023-09-28
9756,5185,NetBanking,591,Success,2023-05-03
9757,5848,UPI,1275,Success,2024-10-17
9758,5599,UPI,2850,Success,2023-09-14
9759,5806,UPI,2584,Success,2024-10-17
9760,5079,UPI,1009,Success,2024-02-25
9761,5579,UPI,8247,Success,2023-09-16
9762,5413,UPI,5701,Success,2023-02-16
9763,5546,UPI,7095,Success,2024-06-08
9764,5169,Card,1359,Success,2023-07-27
9765,5681,UPI,7774,Success,2023-11-07
9766,5583,Card,1731,Success,2023-05-29
9767,5515,UPI,5681,Success,2024-03-13
9768,5032,UPI,7748,Success,2023-06-04
9769,5287,UPI,5176,Success,2024-11-08
9770,5594,NetBanking,5895,Success,2023-03-31
9771,5617,UPI,8645,Success,2024-11-28
9772,6025,Card,3748,Success,2023-12-24
9773,5270,Card,6363,Success,2023-06-23
9774,5518,Card,6871,Success,2023-08-05
9775,5583,Card,5464,Success,2024-03-31
9776,5226,NetBanking,1431,Success,2024-08-31
9777,5670,UPI,2623,Success,2024-09-20
9778,5917,UPI,8271,Success,2023-07-18
9779,5126,UPI,4461,Success,2024-04-30
9780,5956,UPI,9965,Success,2024-06-16
9781,5074,Card,3108,Success,2023-07-19
9782,5056,Card,4912,Success,2024-01-06
9783,5720,Card,6955,Success,2024-03-23
9784,5553,Card,4083,Success,2023-09-05
9785,5032,UPI,3715,Success,2023-09-21
9786,5574,NetBanking,3603,Success,2023-02-27
9787,5667,UPI,4798,Success,2023-10-29
9788,5284,NetBanking,5208,Success,2023-01-31
9789,5187,UPI,6422,Success,2024-05-12
9790,5498,UPI,4209,Success,2023-09-06
9791,5130,NetBanking,2935,Success,2024-08-27
9792,5639,UPI,4691,Success,2023-09-28
9793,5114,UPI,8793,Success,2024-08-28
9794,5013,Card,1174,Success,2024-10-27
9795,5444,UPI,423,Success,2024-01-29
9796,5447,UPI,4813,Success,2024-05-16
9797,5986,UPI,6977,Success,2024-08-14
9798,5993,UPI,8627,Success,2023-03-25
9799,5715,NetBanking,4411,Success,2023-12-31
9800,5074,Card,425,Success,2024-07-02
9801,5537,NetBanking,8383,Success,2023-12-08
9802,5101,UPI,4477,Success,2024-02-11
9803,5176,Card,1541,Success,2024-02-29
9804,5427,Card,4236,Success,2023-04-03
9805,5041,Card,8601,Success,2024-09-05
9806,5429,Card,3927,Success,2024-02-16
9807,5344,UPI,4128,Success,2024-03-07
9808,5366,Card,3003,Success,2024-11-08
9809,5609,UPI,9501,Success,2023-06-08
9810,5657,UPI,6758,Success,2023-01-14
9811,5728,UPI,593,Success,2024-01-08
9812,5229,UPI,7039,Success,2023-08-13
9813,5825,Card,9235,Success,2024-05-19
9814,5889,UPI,9916,Success,2023-03-14
9815,5984,UPI,8995,Success,2023-09-06
9816,5836,NetBanking,781,Success,2024-05-25
9817,5117,Card,332,Success,2024-08-25
9818,5818,UPI,3038,Success,2023-08-04
9819,5368,Card,3585,Success,2024-08-24
9820,5168,Card,3970,Success,2024-06-24
9821,5954,UPI,2468,Success,2023-08-08
9822,5661,UPI,1175,Success,2024-12-27
9823,5695,Card,7805,Success,2023-08-09
9824,5925,UPI,7413,Success,2024-01-24
9825,5152,Card,9935,Success,2024-07-07
9826,5586,Card,3035,Success,2024-10-08
9827,5913,NetBanking,2938,Success,2023-02-11
9828,5274,UPI,9749,Success,2024-11-06
9829,5496,UPI,4334,Success,2023-10-10
9830,5101,UPI,9708,Success,2023-02-27
9831,5557,Card,7033,Success,2024-06-20
9832,5073,Card,8553,Success,2023-03-14
9833,5157,Card,2109,Success,2023-05-09
9834,5735,NetBanking,9519,Success,2024-08-21
9835,5132,UPI,2163,Success,2024-03-01
9836,6019,UPI,5353,Success,2024-10-26
9837,5559,Card,1166,Success,2024-11-24
9838,5107,NetBanking,1089,Success,2023-05-05
9839,5265,UPI,3261,Success,2023-03-08
9840,5155,UPI,6661,Success,2023-01-06
9841,5988,Card,6366,Success,2024-09-28
9842,5997,NetBanking,7167,Success,2023-11-10
9843,5247,Card,8301,Success,2023-11-22
9844,5531,Card,7579,Success,2024-07-18
9845,5858,Card,9833,Success,2024-07-31
9846,5538,Card,7480,Success,2024-05-20
9847,5729,Card,1267,Success,2023-03-23
9848,5154,Card,4423,Success,2024-08-21
9849,5092,UPI,9218,Success,2023-01-02
9850,5338,Card,4807,Success,2023-07-23
9851,5450,Card,4185,Success,2024-10-23
9852,5810,UPI,3379,Success,2024-02-08
9853,5787,UPI,4738,Success,2023-04-13
9854,5273,Card,2562,Success,2024-06-19
9855,5588,Card,2424,Success,2024-01-03
9856,5177,UPI,6571,Success,2023-07-31
9857,5831,UPI,1926,Success,2024-07-30
9858,5643,Card,5991,Success,2023-07-28
9859,5567,UPI,8273,Success,2023-04-27
9860,5666,Card,8658,Success,2024-09-19
9861,5868,UPI,7213,Success,2024-04-22
9862,5302,Card,1037,Success,2023-04-15
9863,5868,Card,4784,Success,2024-05-09
9864,5912,UPI,886,Success,2023-02-15
9865,5408,Card,556,Success,2023-11-27
9866,5822,NetBanking,9263,Success,2023-08-04
9867,5561,Card,4847,Success,2024-05-06
9868,5464,Card,4618,Success,2024-03-24
9869,5144,Card,6842,Success,2024-06-19
9870,5442,NetBanking,3591,Success,2024-05-25
9871,5487,NetBanking,4557,Success,2024-04-02
9872,5860,UPI,5079,Success,2024-06-30
9873,5148,UPI,5519,Success,2024-06-19
9874,5811,Card,2939,Success,2024-06-23
9875,5666,Card,9710,Success,2024-04-28
9876,5090,UPI,9927,Success,2023-01-16
9877,5199,Card,4984,Success,2024-07-24
9878,5538,UPI,1077,Success,2023-08-31
9879,5301,UPI,3070,Success,2023-07-26
9880,5724,UPI,492,Success,2023-09-28
9881,5963,NetBanking,8928,Success,2024-12-05
9882,5068,UPI,2886,Success,2024-12-30
9883,5459,Card,433,Success,2023-04-25
9884,5398,NetBanking,2574,Success,2024-08-02
9885,5620,UPI,2472,Success,2023-10-26
9886,5730,Card,1166,Success,2024-04-27
9887,5556,Card,1089,Success,2024-02-01
9888,5781,Card,4063,Success,2024-01-29
9889,5894,UPI,6354,Success,2023-03-16
9890,5610,Card,3600,Success,2024-04-26
9891,5748,NetBanking,8426,Success,2023-04-13
9892,5282,Card,4742,Success,2023-10-24
9893,5661,UPI,3723,Success,2023-06-27
9894,5924,NetBanking,1963,Success,2023-08-03
9895,5996,UPI,3491,Success,2023-11-11
9896,5746,Card,2688,Success,2023-02-08
9897,5087,NetBanking,1758,Success,2023-09-16
9898,5791,Card,4890,Success,2024-12-16
9899,5304,Card,6321,Success,2023-01-07
9900,5130,Card,2476,Success,2023-02-18
9901,5596,UPI,4639,Success,2024-06-21
9902,5558,NetBanking,1303,Success,2023-06-10
9903,5899,Card,7720,Success,2023-06-25
9904,5078,NetBanking,9811,Success,2024-08-13
9905,5784,UPI,5609,Success,2023-01-02
9906,5674,UPI,9870,Success,2024-03-30
9907,5238,Card,8069,Success,2024-10-05
9908,5278,NetBanking,3156,Success,2023-10-03
9909,5524,Card,7910,Success,2024-05-12
9910,5180,UPI,6217,Success,2024-09-20
9911,5123,Card,9774,Success,2024-11-06
9912,5480,Card,3584,Success,2023-01-28
9913,5084,UPI,9961,Success,2023-11-29
9914,5565,NetBanking,228,Success,2023-01-01
9915,5619,UPI,9097,Success,2023-07-07
9916,5357,Card,9412,Success,2023-02-25
9917,5816,UPI,9838,Success,2024-06-30
9918,5647,UPI,7956,Success,2023-04-22
9919,5443,Card,7148,Success,2023-11-06
9920,5523,Card,5955,Success,2023-02-05
9921,5143,Card,3802,Success,2024-03-14
9922,5192,UPI,5262,Success,2024-12-29
9923,5378,UPI,8271,Success,2024-08-14
9924,5581,Card,7444,Success,2024-08-17
9925,5535,NetBanking,6572,Success,2024-07-30
9926,5093,UPI,7305,Success,2023-11-21
9927,5529,NetBanking,3781,Success,2024-10-01
9928,5405,NetBanking,2962,Success,2023-11-03
9929,5840,Card,772,Success,2024-06-17
9930,5889,NetBanking,7905,Success,2024-12-28
9931,5422,UPI,814,Success,2024-09-10
9932,5472,UPI,4250,Success,2023-04-19
9933,5893,UPI,525,Success,2024-01-07
9934,5547,UPI,3940,Success,2023-12-23
9935,5631,UPI,558,Success,2023-06-30
9936,5778,UPI,3977,Success,2023-12-22
9937,5364,NetBanking,6106,Success,2024-11-06
9938,5119,Card,1921,Success,2023-03-09
9939,5546,Card,1549,Success,2023-10-19
9940,5522,UPI,3896,Success,2024-11-22
9941,5634,NetBanking,4096,Success,2023-06-30
9942,5963,UPI,4460,Success,2024-04-10
9943,5958,NetBanking,9988,Success,2024-03-09
9944,5883,Card,7141,Success,2024-04-08
9945,5780,Card,4008,Success,2024-11-11
9946,5871,Card,5446,Success,2024-06-17
9947,5516,NetBanking,8584,Success,2023-03-07
9948,5938,UPI,4045,Success,2023-01-21
9949,5866,UPI,2777,Success,2024-09-03
9950,5106,Card,291,Success,2024-01-19
9951,5214,Card,4434,Success,2024-09-06
9952,5850,UPI,8872,Success,2024-07-12
9953,5197,NetBanking,6792,Success,2023-02-08
9954,5019,NetBanking,8328,Success,2023-10-12
9955,5642,Card,1275,Success,2024-08-24
9956,5330,UPI,2713,Success,2024-08-19
9957,5866,Card,8368,Success,2023-12-02
9958,5774,Card,7061,Success,2023-07-07
9959,5392,NetBanking,9190,Success,2024-11-01
9960,5637,UPI,804,Success,2023-08-31
9961,5307,NetBanking,3179,Success,2023-03-14
9962,5895,Card,7340,Success,2024-04-23
9963,5652,UPI,7265,Success,2024-07-14
9964,5841,NetBanking,5116,Success,2023-04-11
9965,6026,UPI,7000,Success,2024-05-28
9966,5520,NetBanking,797,Success,2023-06-25
9967,5636,UPI,9924,Success,2023-08-26
9968,5740,Card,7520,Success,2023-02-28
9969,5469,UPI,8905,Success,2023-04-09
9970,5212,UPI,5822,Success,2024-05-09
9971,5804,Card,2077,Success,2024-05-28
9972,5477,Card,1899,Success,2023-10-24
9973,5874,Card,9421,Success,2023-07-30
9974,5460,UPI,5980,Success,2023-05-03
9975,5253,Card,916,Success,2023-08-17
9976,5752,Card,4286,Success,2024-08-16
9977,5981,Card,865,Success,2024-10-17
9978,5854,Card,8046,Success,2024-01-23
9979,5236,NetBanking,6811,Success,2023-05-20
9980,5478,NetBanking,1279,Success,2024-06-24
9981,5679,Card,8619,Success,2024-01-26
9982,5216,Card,8540,Success,2023-09-27
9983,5855,UPI,1269,Success,2023-01-12
9984,5135,Card,5463,Success,2024-01-24
9985,5905,UPI,8151,Success,2023-12-03
9986,5410,UPI,1563,Success,2024-05-20
9987,5086,UPI,4708,Success,2023-04-16
9988,5556,Card,1955,Success,2023-02-01
9989,5378,Card,719,Success,2023-03-15
9990,5242,Card,5663,Success,2023-06-20
9991,5920,Card,7433,Success,2023-03-10
9992,5266,UPI,1302,Success,2023-12-28
9993,5712,Card,797,Success,2024-10-10
9994,5070,UPI,3473,Success,2024-03-08
9995,5057,Card,5981,Success,2023-04-10
9996,5039,NetBanking,6456,Success,2024-10-19
9997,5801,UPI,7458,Success,2023-01-09
9998,5732,NetBanking,8980,Success,2024-07-27
9999,5825,Card,6754,Success,2024-11-27
10000,5756,Card,9799,Success,2023-01-29
10001,5352,UPI,8202,Success,2023-04-24
10002,5283,Card,5046,Success,2024-04-06
10003,5110,UPI,9386,Success,2023-05-23
10004,6017,UPI,4998,Success,2024-01-25
10005,5544,Card,6805,Success,2024-09-23
10006,5025,UPI,3186,Success,2024-11-12
10007,5843,UPI,600,Success,2023-06-06
10008,5791,Card,3055,Success,2023-12-01
10009,5738,UPI,3612,Success,2023-09-17
10010,5057,Card,256,Success,2023-03-23
10011,5180,NetBanking,8222,Success,2024-03-16
10012,5232,UPI,2075,Success,2023-06-21
10013,5343,Card,4743,Success,2023-08-19
10014,5477,NetBanking,4498,Success,2024-12-20
10015,5576,Card,3968,Success,2023-03-16
